sector,rank,rank_change,profit margin,num. of employees,ceo_founder,ceo_woman,age,BS,MBA
Retailing,330,-4,0.05014934596765887,53000,0,0,57.0,0,0
Technology,331,-44,0.22700339769619624,10700,0,0,57.0,0,0
Health Care,332,-15,-0.006466321243523316,15400,0,0,57.0,0,0
Financials,333,0,-0.18069023042435617,10100,0,0,57.0,0,0
"Food, Beverages & Tobacco",334,52,0.07111255556487461,18000,0,0,78.0,0,0
Financials,335,106,0.18795532321387332,18600,0,0,57.0,0,0
Financials,336,20,0.11463363426411925,49000,0,1,57.0,0,1
"Food, Beverages & Tobacco",337,-9,0.1030608699314542,18800,0,0,57.0,1,0
"Hotels, Restaurants & Leisure",338,7,0.09320778671180703,173000,0,0,57.0,0,0
Wholesalers,339,14,-0.010610135750439443,10300,0,0,57.0,0,0
Business Services,340,39,0.12554806972516308,19100,0,0,57.0,0,0
Energy,341,-8,0.08125537403267412,2323,0,0,57.0,0,0
Energy,342,-35,0.03340431481361984,3707,0,0,52.0,0,0
Chemicals,343,-30,0.08185053380782918,14500,0,0,57.0,0,0
Engineering & Construction,344,31,0.035434787347677285,36000,0,0,57.0,0,0
Retailing,345,-7,0.03292629742695159,25600,0,0,57.0,0,0
Transportation,346,8,0.05633203495793918,29056,0,0,65.0,0,0
Technology,347,-29,0.14794969928922908,27000,0,0,57.0,0,0
Retailing,348,98,-0.10787654348040451,16985,1,0,57.0,0,0
Financials,349,0,0.21983925967347567,1384,0,0,76.0,0,1
Industrials,350,-15,0.01384741301125932,20961,0,0,57.0,0,0
Financials,351,86,0.09488203347085955,10786,0,0,63.0,0,0
Financials,352,-186,-0.1221085409252669,28033,0,0,57.0,0,0
Financials,353,-10,-0.03925296354283158,6000,0,0,68.0,0,0
Transportation,354,9,-0.0027336485245020056,39900,0,0,23.0,0,0
Chemicals,355,-11,0.19733375192007985,17570,0,0,57.0,0,0
Chemicals,356,-31,-0.11984774822316789,12600,0,0,48.0,0,0
Aerospace & Defense,357,14,0.06169232498033487,42000,0,0,61.0,0,0
Materials,358,31,0.0455057445370579,48000,0,0,57.0,0,0
Wholesalers,359,5,0.029720991227276835,9400,0,0,57.0,0,0
Transportation,360,8,0.0875754469878146,24134,0,0,60.0,0,0
"Hotels, Restaurants & Leisure",361,1,0.08124430264357338,450000,0,1,49.0,0,1
Retailing,362,-3,0.03399728021758259,28450,0,1,50.0,0,1
"Hotels, Restaurants & Leisure",363,2,-0.13669640814458933,64000,0,0,57.0,0,0
Financials,364,-4,0.03951157700725723,3100,0,0,83.0,1,0
Energy,365,-63,-0.02412612010010264,2680,0,0,57.0,0,0
Household Products,366,-32,-0.4375556454876568,19000,0,1,57.0,0,0
Motor Vehicles & Parts,367,6,0.026218097447795824,36300,0,0,54.0,0,1
Financials,368,-17,0.1124168282685184,3235,0,1,57.0,0,0
Motor Vehicles & Parts,369,-48,0.05399176376994712,61957,0,0,57.0,0,0
Wholesalers,370,7,0.0006677522521994822,13800,0,0,57.0,0,0
Energy,371,-13,0.1066205359760746,8234,0,0,46.0,0,0
"Hotels, Restaurants & Leisure",372,4,0.08382684715172024,184514,0,0,57.0,0,0
Energy,373,-64,-0.03628224761456002,2300,0,0,57.0,0,0
Energy,374,-17,-0.718834768250973,34645,0,0,58.0,0,1
Financials,375,27,0.12539851222104145,23484,0,0,57.0,0,0
Financials,376,5,0.06525884429073942,5778,0,0,57.0,0,0
Industrials,377,18,0.06912431400620377,15400,0,0,23.0,0,0
Retailing,378,30,0.024375664981051776,26866,0,0,57.0,0,0
Wholesalers,379,-9,0.02672600461783249,9500,0,0,57.0,0,0
Retailing,380,8,0.06733797100061063,24000,0,0,57.0,0,0
Technology,381,0,-0.11138272758864483,30000,0,0,57.0,0,0
Chemicals,382,-106,0.06736993526732199,10000,0,0,57.0,0,0
Financials,383,44,0.10889887094816074,7700,0,0,57.0,0,0
Household Products,384,-18,0.1135397692774742,22000,0,0,57.0,0,0
Technology,385,44,0.017185052040952647,38500,0,0,57.0,0,0
Technology,386,-17,0.14041870304179738,74000,0,0,57.0,0,0
Energy,387,-39,0.10364589684184855,4812,0,0,74.0,0,0
Industrials,388,0,0.03984146341463415,27500,0,0,29.0,0,0
Transportation,389,-15,0.07221664994984955,18000,0,0,57.0,0,0
"Food, Beverages & Tobacco",390,0,0.002239847249761328,2284,0,0,57.0,0,0
Chemicals,391,-39,0.051860064055186006,9430,0,0,73.0,0,0
"Food, Beverages & Tobacco",392,11,0.4233489403647117,9800,0,0,57.0,0,0
Telecommunications,393,-38,-0.7291229801406193,18317,0,0,57.0,0,0
Transportation,394,5,0.07029898690387942,19032,0,0,75.0,0,0
Financials,395,20,0.2220431440614927,17997,0,0,57.0,0,0
Financials,396,11,0.12887947151938178,14200,0,0,55.0,0,0
Retailing,397,-12,0.061336664584634604,33294,0,0,57.0,0,0
"Food, Beverages & Tobacco",398,-7,0.1439590298385986,15330,0,1,57.0,0,1
Health Care,399,-12,0.14176542807747236,19900,0,0,57.0,0,0
Financials,400,0,0.252063299765276,5200,0,0,57.0,0,0
Financials,401,20,0.03091976516634051,2787,0,0,71.0,0,0
Financials,402,-5,0.08629242489433323,7493,0,0,57.0,0,0
Technology,403,13,0.1100545200963611,17000,0,0,60.0,1,0
Motor Vehicles & Parts,404,-37,0.016948937035906827,21750,0,0,57.0,0,0
Health Care,405,45,0.2690693593102221,8100,1,0,67.0,0,0
Aerospace & Defense,406,14,0.06741615902125116,18200,0,0,57.0,0,0
"Food, Beverages & Tobacco",407,7,0.06562898698647614,7400,0,0,51.0,1,0
Energy,408,-16,0.22473934869352555,12280,0,0,57.0,0,0
Technology,409,21,0.020617756622516557,11261,0,0,57.0,0,0
Health Care,410,-6,0.11105358529640176,47000,0,0,57.0,0,0
Financials,411,2,0.22316090460098778,17045,0,0,57.0,0,0
Wholesalers,412,-65,-0.003851476616967387,8000,0,0,57.0,0,0
Energy,413,-93,0.0022295081967213114,2250,0,0,57.0,0,0
Financials,414,-4,0.24904027545083968,5454,0,0,41.0,0,0
Wholesalers,415,8,0.019205465250734327,9000,0,1,57.0,0,0
Energy,416,-18,0.15073573393946643,7509,0,0,45.0,0,0
Engineering & Construction,417,7,0.11826234451564267,5700,0,0,64.0,0,1
Retailing,418,31,0.09541639069490815,31000,0,1,57.0,0,0
Energy,419,-122,-0.04815518176885513,1800,0,0,57.0,1,0
Financials,420,22,0.2793153727702601,2905,1,0,73.0,0,0
"Food, Beverages & Tobacco",421,-28,-0.06821127894442397,14500,0,0,57.0,1,0
Industrials,422,0,0.10085857413903714,25000,0,0,57.0,0,0
Energy,423,-23,0.034998087536200206,12800,0,0,75.0,0,0
Retailing,424,27,0.0638312472551603,47000,0,0,57.0,0,0
Materials,425,-31,0.030465359046206255,15800,0,0,57.0,0,0
Engineering & Construction,426,2,0.08167220376522702,5100,0,0,57.0,0,0
Financials,427,54,0.1464435726464921,9000,0,0,57.0,0,0
Retailing,428,11,0.025574525331816984,8500,0,0,57.0,0,0
Financials,429,6,0.09295343988881166,33247,0,0,57.0,0,0
Engineering & Construction,430,6,0.054613542710769576,21000,0,0,57.0,0,0
Materials,431,0,0.05656424581005587,19000,0,0,57.0,0,0
Health Care,432,-15,0.007807916864541722,10100,0,0,57.0,0,0
Industrials,433,-21,0.0949918726528782,24000,0,0,57.0,0,1
Wholesalers,434,30,-0.0014918651128750773,8147,0,0,57.0,0,0
Materials,435,-10,0.04294140111172402,30000,0,0,57.0,0,0
Apparel,436,8,0.08622199256484234,63000,0,0,57.0,0,0
Materials,437,-5,0.09999569231652858,15500,0,0,57.0,0,0
Financials,438,24,0.27791624047368646,17386,0,0,57.0,0,0
Technology,439,26,0.08156182212581345,36000,0,0,57.0,0,0
Financials,440,13,0.21641455526388303,19800,0,0,57.0,0,0
Business Services,441,18,0.12840416116535844,45000,0,0,57.0,0,0
Transportation,442,34,0.04720692368214005,14000,0,0,57.0,0,0
Energy,443,-3,0.09934258582907232,8459,0,1,51.0,0,0
"Food, Beverages & Tobacco",444,11,0.04137426900584795,13100,0,0,57.0,0,0
Technology,445,37,0.22951061320754718,9400,0,0,57.0,0,0
Financials,446,1,0.23419689119170983,19564,0,0,57.0,1,0
Financials,447,0,0.36767955391437174,5591,0,0,57.0,0,0
Technology,448,12,0.05066112019016491,11400,0,1,51.0,0,0
Energy,449,0,0.03479036574487065,2571,0,0,76.0,0,0
Technology,450,25,0.062425417661097854,26100,0,0,52.0,0,1
Business Services,451,19,0.3169129720853859,22500,0,0,57.0,0,1
Industrials,452,0,0.10393140945211207,23000,0,0,57.0,0,0
Materials,453,-15,-0.059781796442983114,27500,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",454,-6,0.018605073285837454,30200,0,0,49.0,0,0
Financials,455,0,0.06587279944247493,6400,0,0,57.0,0,0
Business Services,456,-66,0.04224346214043672,8500,0,0,32.0,0,0
Materials,457,-51,-0.011595971925541654,9400,0,0,57.0,0,0
Financials,457,-115,-0.11290814769606347,1330,0,0,57.0,0,0
Financials,459,10,0.2952497327020009,5989,1,0,65.0,0,1
Motor Vehicles & Parts,460,-42,-0.0741857936884656,20000,0,0,57.0,0,0
Energy,461,0,-0.06267281105990784,1775,0,0,66.0,0,1
Business Services,462,1,0.019604222447911858,140000,0,0,57.0,0,0
Media,463,-58,0.231622746185853,9200,0,0,57.0,0,0
Retailing,464,-118,-0.07282709557686359,30000,0,0,29.0,0,0
Energy,465,-54,-0.5542037123693652,3163,0,0,57.0,0,0
Technology,466,0,0.03542875058786644,24311,0,1,57.0,0,0
Materials,467,-24,0.0017611724376513508,9300,0,0,57.0,0,0
Retailing,468,-10,0.017514819018791778,30400,0,0,75.0,0,0
Apparel,469,4,0.06825597972437826,18650,0,0,56.0,0,1
Chemicals,470,-44,0.13530252501191042,7714,0,1,57.0,0,0
Media,471,-26,-0.014849749848634524,36400,0,0,57.0,0,0
Health Care,472,15,0.23961661341853036,10600,0,1,52.0,1,0
Retailing,473,-16,-0.10594604984942653,33000,0,1,57.0,0,0
Household Products,474,3,0.13196009011908594,8800,0,1,57.0,0,0
"Food, Beverages & Tobacco",475,11,0.0665163472378805,11000,0,0,57.0,0,0
Financials,476,15,0.11405814159720094,18412,0,0,57.0,0,0
Materials,477,3,0.03357088358955212,18000,0,0,57.0,0,0
Technology,478,5,0.19020501138952164,10500,0,0,57.0,0,0
Wholesalers,478,1,0.07354376830458835,11500,0,0,75.0,0,0
Retailing,480,-47,0.00544348906398143,18594,0,0,57.0,0,0
Chemicals,481,-47,-0.001849427168576105,6500,0,0,50.0,0,0
Business Services,482,8,0.07480574213091006,16000,0,0,57.0,0,0
Energy,483,-87,-0.1849196253035735,1355,0,0,77.0,0,0
Technology,484,0,0.006257967319503998,12000,0,0,57.0,1,0
Apparel,485,-1,0.10675117386471104,17400,0,1,57.0,0,0
Financials,486,0,0.3670212765957447,9226,0,0,40.0,0,0
Technology,487,-15,0.22750413112783963,16400,0,0,54.0,0,0
Energy,488,-20,0.1401015228426396,9323,0,0,69.0,0,0
Retailing,489,6,0.060376398779247206,19300,0,1,52.0,0,0
Financials,490,-12,-0.03202725724020443,10150,0,0,28.0,0,0
Materials,491,0,0.03398524618287871,11524,0,1,89.0,0,0
Retailing,492,0,0.024372611793865535,7244,0,0,57.0,0,0
Financials,493,-26,0.2070655468005888,9597,0,1,57.0,0,0
Household Products,494,0,0.0749228047045762,24700,0,0,57.0,0,0
Apparel,495,5,0.06847009422012458,15800,0,0,57.0,0,0
Financials,496,0,0.14922783272601076,5100,0,0,57.0,0,0
Financials,497,-1,0.36516541562413124,3750,0,0,58.0,0,0
Health Care,498,0,0.09301549379896708,27400,0,0,57.0,0,0
"Food, Beverages & Tobacco",499,-28,0.021949974476773864,10100,0,0,73.0,0,0
Financials,500,0,0.24951370468611847,15664,0,0,57.0,0,0
Engineering & Construction,501,0,0.03582195424720695,28000,0,0,54.0,1,1
Food & Drug Stores,502,0,0.02654930077376304,30000,0,0,42.0,1,0
Financials,503,0,0.09953954736973102,4343,0,0,73.0,0,0
Financials,504,0,0.37937663539756855,7365,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",505,0,0.23119528318742183,34000,0,0,117.0,0,0
"Hotels, Restaurants & Leisure",506,0,0.06268795646570242,83000,0,0,57.0,0,0
Health Care,507,0,0.014996860704995963,7800,0,0,57.0,0,0
Chemicals,508,0,0.04791000251590411,14957,0,0,57.0,0,0
Financials,509,0,0.09124251631578001,8378,0,0,48.0,0,0
Financials,510,0,0.1079761258817146,5800,0,0,57.0,0,0
Chemicals,511,0,-0.009410061527325372,7000,0,0,57.0,0,0
Technology,512,0,0.03836604505337175,34800,0,0,57.0,0,0
Aerospace & Defense,513,0,0.16127745958094686,18300,0,0,57.0,0,0
Financials,514,0,0.16822088133113916,175,0,0,57.0,0,0
Health Care,515,0,0.02720988650323622,42800,0,0,71.0,0,0
Energy,516,0,0.007553457372951957,1408,0,0,57.0,0,0
Materials,517,0,0.05429645342562615,23000,0,0,57.0,0,0
Technology,518,0,0.32941417604531564,16460,0,0,57.0,0,0
Transportation,519,0,0.07900331978067067,5600,0,0,57.0,0,0
Financials,520,0,0.18002500606490382,4800,0,0,59.0,0,1
Business Services,521,0,0.02098737769811039,7700,0,0,57.0,0,0
Technology,522,0,0.0665295822039443,18286,0,0,57.0,0,0
"Food, Beverages & Tobacco",523,0,0.1314096570295845,12400,0,0,88.0,0,0
Energy,524,0,0.06286420955985685,13359,0,0,57.0,0,0
Wholesalers,525,0,0.148283555505559,21948,0,0,57.0,0,0
Retailing,526,0,0.04555530507965134,22250,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",527,0,0.008280831478477383,28300,0,0,57.0,0,0
Business Services,528,0,0.1999773246915213,11500,0,0,59.0,0,0
Apparel,529,0,0.0174859030586091,11700,0,0,57.0,0,0
Industrials,530,0,0.07639550390550581,16300,0,0,57.0,1,0
Apparel,531,0,0.06611349546971865,8550,1,0,66.0,0,0
Materials,532,0,0.016091954022988506,10000,0,0,88.0,1,0
Energy,533,0,0.07354719806485055,8363,0,0,57.0,0,0
Energy,534,0,0.09248554913294797,2000,0,0,57.0,0,0
Financials,535,0,0.06720596185033594,9200,0,0,57.0,0,0
Telecommunications,536,0,0.023377125193199382,9400,0,0,57.0,0,0
Technology,537,0,0.2074375363160953,16300,0,0,57.0,0,0
Technology,538,0,0.16696390493544758,18100,0,0,57.0,0,0
Energy,539,0,0.1301332608104433,4617,0,0,47.0,0,0
Chemicals,540,0,0.08869477247524366,13668,0,0,57.0,0,0
Business Services,541,0,-0.08275942798056851,17500,0,0,57.0,0,0
Financials,542,0,0.24064202448597036,443,0,0,57.0,0,0
Telecommunications,543,0,-0.604058333659147,11945,0,0,57.0,0,0
Retailing,544,0,0.05374605678233439,28000,0,0,46.0,0,1
Financials,545,0,0.10539371328782347,8900,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",546,0,0.15258964143426296,55000,0,0,57.0,0,0
Health Care,547,0,0.481717457073591,3082,0,0,57.0,0,0
Materials,548,0,0.007217321571772253,13000,0,0,57.0,0,0
Technology,549,0,0.05326594869943646,22100,0,0,57.0,0,0
Media,550,0,0.20585858585858585,9700,0,0,56.0,0,0
Materials,551,0,0.12531699498894322,9173,0,0,61.0,0,0
"Food, Beverages & Tobacco",552,0,-0.07327122531409203,10800,0,0,57.0,0,0
Business Services,553,0,0.08766465115332153,24000,0,0,57.0,0,0
Financials,554,0,0.08680115979907707,4300,0,0,57.0,0,0
Retailing,555,0,-0.012387571545380213,11508,0,0,47.0,0,0
Materials,556,0,-0.0031494774730556068,20100,0,0,57.0,0,0
Transportation,557,0,-0.02134997536541304,29000,0,0,54.0,0,0
Financials,558,0,0.43477814297452755,4360,0,0,57.0,1,0
Retailing,559,0,-0.052076670724410426,12000,0,0,57.0,0,0
Transportation,560,0,0.06383154417836498,23700,0,0,57.0,0,0
Business Services,561,0,0.29447090494926487,11081,0,0,57.0,0,0
"Food, Beverages & Tobacco",562,0,0.0023619600124313686,15850,0,0,57.0,0,0
Materials,563,0,0.0982625322138166,14000,0,0,57.0,0,0
Materials,564,0,0.05489344826866481,16500,0,0,57.0,0,0
Materials,565,0,0.00045994313430339527,183,0,0,70.0,1,0
Wholesalers,566,0,0.051568002683213154,5800,0,0,57.0,1,0
Engineering & Construction,567,0,0.05348480712290796,2300,0,1,57.0,0,0
Technology,568,0,0.09062243803998234,8700,0,0,57.0,1,0
Household Products,569,0,0.07023671751709627,22000,0,0,57.0,0,0
Financials,570,0,0.18003790271636133,9700,0,0,53.0,1,0
Transportation,571,0,0.030966926479882032,15650,0,0,56.0,0,0
Materials,572,0,0.12911734295541347,8846,0,0,57.0,0,0
Technology,573,0,0.006552525893045867,11900,0,0,57.0,0,0
Household Products,574,0,0.11027075123935427,5600,0,0,57.0,0,0
Business Services,575,0,0.07964357695979632,3835,1,0,44.0,0,0
Industrials,576,0,0.011623186547870862,9500,0,0,57.0,0,0
Health Care,577,0,0.0280807562342273,24000,0,0,21.0,0,0
Chemicals,578,0,0.10240459898324718,6400,0,0,57.0,0,0
Wholesalers,579,0,0.017422578283154588,6010,0,0,63.0,1,0
Technology,580,0,0.09464913984761165,22800,1,0,57.0,0,0
Energy,581,0,0.16744748375396706,1260,0,0,49.0,0,0
Energy,582,0,-0.04570229701085782,6600,0,0,57.0,0,0
Health Care,583,0,0.07789359391965255,35690,0,0,48.0,0,0
Materials,584,0,0.03721436343852013,17000,0,0,57.0,0,0
Energy,585,0,-0.15352787456445993,1453,0,0,57.0,0,0
Industrials,586,0,0.08732302330646917,18800,0,0,57.0,0,0
Chemicals,587,0,0.10742919389978214,2987,0,0,57.0,0,0
Technology,588,0,0.25730482172951913,10020,0,0,57.0,0,0
Health Care,589,0,0.003197687152306277,55000,0,0,57.0,0,0
Transportation,590,0,-0.02874887528255097,12828,0,0,32.0,0,0
Engineering & Construction,591,0,0.05904188723175259,2140,0,0,57.0,0,0
Financials,592,0,0.1680397570403092,3196,0,0,60.0,0,0
Household Products,593,0,-0.047395995204901654,24000,0,0,55.0,0,0
Materials,594,0,0.01830460280789053,4500,0,0,87.0,0,0
Materials,595,0,0.043163544845096775,13220,0,0,57.0,0,0
Industrials,596,0,0.12129319955406911,8200,0,0,57.0,0,0
Health Care,597,0,0.30798258345428153,7326,0,0,57.0,0,0
Media,598,0,0.057206703910614526,5400,0,0,72.0,0,1
Business Services,599,0,-0.4329527647190508,67000,0,0,57.0,0,0
Engineering & Construction,600,0,-0.0871079356520176,9100,0,0,79.0,0,0
Technology,601,0,0.07760831421244434,9419,0,0,57.0,0,0
Energy,602,0,-0.34069400630914826,2282,0,0,26.0,0,0
Industrials,603,0,-0.0317746885719444,19800,0,0,82.0,1,0
Retailing,604,0,0.12231012658227848,14100,0,0,57.0,0,0
Energy,605,0,-0.27662175931167216,647,0,0,57.0,0,0
Materials,606,0,0.04069293478260869,12000,0,0,57.0,0,0
Technology,607,0,-0.0774151110304625,22000,0,0,57.0,0,0
Energy,608,0,-0.07714292194978112,547,1,0,57.0,0,0
Motor Vehicles & Parts,609,0,0.0663172288058341,9100,0,0,57.0,0,0
Business Services,610,0,0.1105176287194535,11000,0,0,57.0,1,0
Household Products,611,0,0.14133602588521468,4800,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",612,0,0.03168771526980482,22000,0,0,57.0,0,0
Health Care,613,0,0.24077736890524382,13900,0,0,57.0,0,0
Industrials,614,0,-0.1219517832790144,15000,0,0,57.0,0,0
Business Services,615,0,0.035019004357096505,3500,1,0,57.0,0,0
Retailing,616,0,0.04440369527877072,27000,0,0,66.0,0,0
Technology,617,0,0.14431791773181502,13600,0,0,57.0,0,0
Materials,618,0,0.014685999347288918,23300,0,0,57.0,0,0
Business Services,619,0,0.06273166611926992,25000,0,0,57.0,0,0
Financials,620,0,0.18160488033786953,4361,0,1,51.0,0,1
Technology,621,0,0.054954891291545946,16724,0,0,57.0,0,0
Media,622,0,0.011084905660377358,11800,0,0,57.0,1,0
Food & Drug Stores,623,0,0.019419324131366014,18630,0,0,57.0,0,0
"Food, Beverages & Tobacco",624,0,0.26371167396686346,3092,0,0,52.0,0,0
Energy,625,0,0.2741297091082499,822,0,0,65.0,0,0
Health Care,626,0,0.2826943403478428,3000,0,0,47.0,0,0
Financials,627,0,0.22380734717444126,4812,1,0,57.0,0,0
"Hotels, Restaurants & Leisure",628,0,0.03155046625114751,94000,0,0,57.0,0,0
Household Products,629,0,0.11401855610321832,13000,0,0,55.0,1,0
Media,630,0,-0.03777917432079668,19600,0,0,57.0,0,0
"Food, Beverages & Tobacco",631,0,0.03988845780795344,9700,0,0,57.0,0,0
Financials,632,0,0.053266063502073885,3600,0,0,57.0,0,0
Materials,633,0,0.062486355366889026,8100,0,0,84.0,1,0
Transportation,634,0,0.14978949161616897,20105,0,0,57.0,0,0
Transportation,635,0,0.055677816901408446,1333,0,0,57.0,0,0
Financials,636,0,0.15242868725584138,4640,0,0,60.0,0,0
Industrials,637,0,0.17048946579147922,12800,0,0,57.0,0,0
Health Care,638,0,-0.0660323876660669,48400,0,1,57.0,0,0
Technology,639,0,0.029831963875934564,29650,0,0,57.0,0,0
"Hotels, Restaurants & Leisure",640,0,0.12540192926045016,22500,0,0,66.0,0,0
Health Care,641,0,0.011858099727114858,23000,0,0,24.0,0,0
Health Care,642,0,0.06524868460240246,15200,0,0,57.0,0,0
Financials,643,0,0.10194730813287513,3300,0,0,57.0,0,0
Retailing,644,0,0.04219589336814097,16800,1,0,73.0,0,0
Technology,645,0,0.03989937106918239,9250,0,0,57.0,1,0
Financials,646,0,0.08057898049087477,4500,0,0,57.0,0,0
Energy,647,0,0.060544904137235116,712,0,0,57.0,0,0
Aerospace & Defense,648,0,0.03046930312531607,15879,0,0,57.0,0,0
Retailing,649,0,0.007979329736302151,12100,0,0,57.0,0,0
Industrials,650,0,0.06431088240513066,17000,0,0,57.0,0,0
Retailing,651,0,-0.029112414020660424,7324,1,0,37.0,1,0
Business Services,652,0,0.04452203165218278,4300,0,0,57.0,0,0
Retailing,653,0,0.07006500877102467,30050,0,0,57.0,0,0
Wholesalers,654,0,0.014871808112364774,2700,1,0,57.0,0,0
Financials,655,0,0.111805412104937,516,0,1,57.0,0,0
Financials,656,0,0.04325120860370725,3839,0,0,78.0,0,0
Business Services,657,0,0.054979253112033194,2900,0,0,57.0,0,1
Transportation,658,0,0.0875342644563373,8938,0,0,44.0,1,0
Financials,659,0,0.31385905161121297,7708,0,0,57.0,0,0
Industrials,660,0,0.10734923303214962,11200,0,0,57.0,0,0
Industrials,661,0,0.09554341803213806,18829,0,0,36.0,0,0
